example_id,pair_id,task_type,variant_type,baseline_prompt,compare_prompt,pooling,layer,cosine_similarity,cosine_distance
confounding_002_orig,pair_002,confounding,original,direct,confounding_aware,final_token,3,0.9628024697303772,0.0371975302696228
confounding_002_orig,pair_002,confounding,original,direct,confounding_aware,final_token,4,0.9553691744804382,0.04463082551956177
confounding_002_orig,pair_002,confounding,original,direct,confounding_aware,final_token,5,0.9621862769126892,0.03781372308731079
confounding_002_orig,pair_002,confounding,original,direct,confounding_aware,final_token,6,0.9697573781013489,0.030242621898651123
confounding_002_orig,pair_002,confounding,original,direct,adversarial,final_token,0,1.0,0.0
confounding_002_orig,pair_002,confounding,original,direct,adversarial,final_token,1,0.9981481432914734,0.0018518567085266113
confounding_002_orig,pair_002,confounding,original,direct,adversarial,final_token,2,0.9850376844406128,0.014962315559387207
confounding_002_orig,pair_002,confounding,original,direct,adversarial,final_token,3,0.9655043482780457,0.034495651721954346
confounding_002_orig,pair_002,confounding,original,direct,adversarial,final_token,4,0.9647383093833923,0.035261690616607666
confounding_002_orig,pair_002,confounding,original,direct,adversarial,final_token,5,0.9657793641090393,0.03422063589096069
confounding_002_orig,pair_002,confounding,original,direct,adversarial,final_token,6,0.9636738300323486,0.03632616996765137
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,mechanistic,final_token,0,1.0,0.0
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,mechanistic,final_token,1,0.9980438947677612,0.0019561052322387695
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,mechanistic,final_token,2,0.9824687838554382,0.017531216144561768
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,mechanistic,final_token,3,0.9639601111412048,0.036039888858795166
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,mechanistic,final_token,4,0.9446557760238647,0.055344223976135254
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,mechanistic,final_token,5,0.9587913155555725,0.04120868444442749
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,mechanistic,final_token,6,0.9700085520744324,0.029991447925567627
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,confounding_aware,final_token,0,1.0,0.0
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,confounding_aware,final_token,1,0.9985787868499756,0.001421213150024414
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,confounding_aware,final_token,2,0.9808267951011658,0.01917320489883423
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,confounding_aware,final_token,3,0.9596604704856873,0.040339529514312744
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,confounding_aware,final_token,4,0.9582578539848328,0.041742146015167236
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,confounding_aware,final_token,5,0.9648883938789368,0.03511160612106323
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,confounding_aware,final_token,6,0.9726299047470093,0.027370095252990723
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,adversarial,final_token,0,1.0,0.0
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,adversarial,final_token,1,0.9982210993766785,0.0017789006233215332
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,adversarial,final_token,2,0.9848552942276001,0.015144705772399902
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,adversarial,final_token,3,0.9630388021469116,0.03696119785308838
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,adversarial,final_token,4,0.9654600620269775,0.03453993797302246
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,adversarial,final_token,5,0.967517614364624,0.03248238563537598
mechanistic_distractor_004_orig,pair_004,mechanistic_distractor,original,direct,adversarial,final_token,6,0.9693057537078857,0.030694246292114258
selection_bias_003_orig,pair_003,selection_bias,original,direct,mechanistic,final_token,0,1.0,0.0
selection_bias_003_orig,pair_003,selection_bias,original,direct,mechanistic,final_token,1,0.9976907968521118,0.0023092031478881836
selection_bias_003_orig,pair_003,selection_bias,original,direct,mechanistic,final_token,2,0.9799998998641968,0.020000100135803223
selection_bias_003_orig,pair_003,selection_bias,original,direct,mechanistic,final_token,3,0.9624691009521484,0.03753089904785156
selection_bias_003_orig,pair_003,selection_bias,original,direct,mechanistic,final_token,4,0.9370284080505371,0.06297159194946289
selection_bias_003_orig,pair_003,selection_bias,original,direct,mechanistic,final_token,5,0.9532045722007751,0.046795427799224854
selection_bias_003_orig,pair_003,selection_bias,original,direct,mechanistic,final_token,6,0.9675056338310242,0.03249436616897583
selection_bias_003_orig,pair_003,selection_bias,original,direct,confounding_aware,final_token,0,1.0,0.0
selection_bias_003_orig,pair_003,selection_bias,original,direct,confounding_aware,final_token,1,0.9984960556030273,0.0015039443969726562
selection_bias_003_orig,pair_003,selection_bias,original,direct,confounding_aware,final_token,2,0.9799333810806274,0.02006661891937256
selection_bias_003_orig,pair_003,selection_bias,original,direct,confounding_aware,final_token,3,0.9605323672294617,0.03946763277053833
selection_bias_003_orig,pair_003,selection_bias,original,direct,confounding_aware,final_token,4,0.9573434591293335,0.042656540870666504
selection_bias_003_orig,pair_003,selection_bias,original,direct,confounding_aware,final_token,5,0.9644338488578796,0.03556615114212036
selection_bias_003_orig,pair_003,selection_bias,original,direct,confounding_aware,final_token,6,0.971571147441864,0.028428852558135986
selection_bias_003_orig,pair_003,selection_bias,original,direct,adversarial,final_token,0,1.0,0.0
selection_bias_003_orig,pair_003,selection_bias,original,direct,adversarial,final_token,1,0.9979950785636902,0.0020049214363098145
selection_bias_003_orig,pair_003,selection_bias,original,direct,adversarial,final_token,2,0.984711229801178,0.015288770198822021
selection_bias_003_orig,pair_003,selection_bias,original,direct,adversarial,final_token,3,0.9640132784843445,0.03598672151565552
selection_bias_003_orig,pair_003,selection_bias,original,direct,adversarial,final_token,4,0.9672215580940247,0.03277844190597534
selection_bias_003_orig,pair_003,selection_bias,original,direct,adversarial,final_token,5,0.9678266644477844,0.032173335552215576
selection_bias_003_orig,pair_003,selection_bias,original,direct,adversarial,final_token,6,0.9670013785362244,0.032998621463775635
