example_id,pair_id,task_type,variant_type,pooling,layer,n_prompts,prompt_set,mean_pairwise_similarity,mean_pairwise_distance
selection_bias_007_orig,pair_007,selection_bias,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9886572360992432,0.011342763900756836
selection_bias_007_orig,pair_007,selection_bias,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9767380754152933,0.02326192458470666
selection_bias_007_orig,pair_007,selection_bias,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.957192858060201,0.042807141939798954
selection_bias_007_orig,pair_007,selection_bias,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.960168331861496,0.03983166813850403
selection_bias_007_orig,pair_007,selection_bias,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9654698769251505,0.034530123074849484
mechanistic_distractor_008_orig,pair_008,mechanistic_distractor,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
mechanistic_distractor_008_orig,pair_008,mechanistic_distractor,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9984283645947775,0.0015716354052225379
mechanistic_distractor_008_orig,pair_008,mechanistic_distractor,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9895788729190826,0.010421127080917358
mechanistic_distractor_008_orig,pair_008,mechanistic_distractor,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9765445788701376,0.02345542112986243
mechanistic_distractor_008_orig,pair_008,mechanistic_distractor,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9600619276364645,0.039938072363535526
mechanistic_distractor_008_orig,pair_008,mechanistic_distractor,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9624986151854197,0.03750138481458032
mechanistic_distractor_008_orig,pair_008,mechanistic_distractor,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9671972990036011,0.032802700996398926
clean_mediation_009_orig,pair_009,clean_mediation,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
clean_mediation_009_orig,pair_009,clean_mediation,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9981785615285238,0.0018214384714762
clean_mediation_009_orig,pair_009,clean_mediation,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9894709388415018,0.010529061158498165
clean_mediation_009_orig,pair_009,clean_mediation,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9779409567515055,0.022059043248494503
clean_mediation_009_orig,pair_009,clean_mediation,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.959460586309433,0.04053941369056702
clean_mediation_009_orig,pair_009,clean_mediation,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9617451429367065,0.03825485706329346
clean_mediation_009_orig,pair_009,clean_mediation,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9649559259414673,0.035044074058532715
confounding_010_orig,pair_010,confounding,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
confounding_010_orig,pair_010,confounding,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.998283455769221,0.001716544230779049
confounding_010_orig,pair_010,confounding,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9891052544116974,0.010894745588302612
confounding_010_orig,pair_010,confounding,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9775450130303701,0.022454986969629886
confounding_010_orig,pair_010,confounding,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9566689729690552,0.043331027030944824
confounding_010_orig,pair_010,confounding,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9598575035730997,0.040142496426900265
confounding_010_orig,pair_010,confounding,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9637396335601807,0.036260366439819336
selection_bias_011_orig,pair_011,selection_bias,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
selection_bias_011_orig,pair_011,selection_bias,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982044597466787,0.0017955402533212927
selection_bias_011_orig,pair_011,selection_bias,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9890843828519186,0.010915617148081425
selection_bias_011_orig,pair_011,selection_bias,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9771836896737417,0.022816310326258304
selection_bias_011_orig,pair_011,selection_bias,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9564948578675588,0.043505142132441166
selection_bias_011_orig,pair_011,selection_bias,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9594606459140778,0.04053935408592224
selection_bias_011_orig,pair_011,selection_bias,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9651588400204977,0.03484115997950232
mechanistic_distractor_012_orig,pair_012,mechanistic_distractor,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
mechanistic_distractor_012_orig,pair_012,mechanistic_distractor,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9984215398629507,0.00157846013704932
mechanistic_distractor_012_orig,pair_012,mechanistic_distractor,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.989252895116806,0.01074710488319397
mechanistic_distractor_012_orig,pair_012,mechanistic_distractor,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9763547877470652,0.02364521225293481
mechanistic_distractor_012_orig,pair_012,mechanistic_distractor,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9588798781236013,0.041120121876398685
mechanistic_distractor_012_orig,pair_012,mechanistic_distractor,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9614023665587107,0.0385976334412893
mechanistic_distractor_012_orig,pair_012,mechanistic_distractor,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9668330351511637,0.0331669648488363
clean_mediation_013_orig,pair_013,clean_mediation,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
clean_mediation_013_orig,pair_013,clean_mediation,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982732435067495,0.001726756493250492
clean_mediation_013_orig,pair_013,clean_mediation,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9893767138322195,0.010623286167780521
clean_mediation_013_orig,pair_013,clean_mediation,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9777438541253408,0.022256145874659183
clean_mediation_013_orig,pair_013,clean_mediation,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9590671062469482,0.04093289375305176
clean_mediation_013_orig,pair_013,clean_mediation,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9613851507504781,0.038614849249521854
clean_mediation_013_orig,pair_013,clean_mediation,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9645659128824869,0.03543408711751306
confounding_014_orig,pair_014,confounding,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
confounding_014_orig,pair_014,confounding,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9983155230681101,0.001684476931889889
confounding_014_orig,pair_014,confounding,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9890936414400736,0.010906358559926388
confounding_014_orig,pair_014,confounding,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9774206678072611,0.022579332192738888
confounding_014_orig,pair_014,confounding,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.955405205488205,0.044594794511795044
confounding_014_orig,pair_014,confounding,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9583229819933573,0.041677018006642697
confounding_014_orig,pair_014,confounding,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9624922772248586,0.03750772277514136
selection_bias_015_orig,pair_015,selection_bias,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
selection_bias_015_orig,pair_015,selection_bias,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982059796651205,0.0017940203348795203
selection_bias_015_orig,pair_015,selection_bias,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9889754951000214,0.011024504899978638
selection_bias_015_orig,pair_015,selection_bias,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9770490527153015,0.022950947284698486
selection_bias_015_orig,pair_015,selection_bias,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.956356813510259,0.04364318648974097
selection_bias_015_orig,pair_015,selection_bias,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9593512515227,0.040648748477300045
selection_bias_015_orig,pair_015,selection_bias,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9650513132413229,0.03494868675867713
mechanistic_distractor_016_orig,pair_016,mechanistic_distractor,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
mechanistic_distractor_016_orig,pair_016,mechanistic_distractor,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9984152317047119,0.001584768295288086
mechanistic_distractor_016_orig,pair_016,mechanistic_distractor,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9895730217297872,0.010426978270212772
mechanistic_distractor_016_orig,pair_016,mechanistic_distractor,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9766580959161123,0.0233419040838877
mechanistic_distractor_016_orig,pair_016,mechanistic_distractor,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9595641195774078,0.04043588042259216
mechanistic_distractor_016_orig,pair_016,mechanistic_distractor,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9618687132994334,0.03813128670056665
mechanistic_distractor_016_orig,pair_016,mechanistic_distractor,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9668318927288055,0.03316810727119446
clean_mediation_017_orig,pair_017,clean_mediation,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
clean_mediation_017_orig,pair_017,clean_mediation,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982851346333822,0.0017148653666178015
clean_mediation_017_orig,pair_017,clean_mediation,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9897524615128835,0.010247538487116459
clean_mediation_017_orig,pair_017,clean_mediation,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9780997435251871,0.021900256474812863
clean_mediation_017_orig,pair_017,clean_mediation,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9589225053787231,0.041077494621276855
clean_mediation_017_orig,pair_017,clean_mediation,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.96127716700236,0.03872283299764001
clean_mediation_017_orig,pair_017,clean_mediation,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9648870130379995,0.03511298696200049
confounding_018_orig,pair_018,confounding,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
confounding_018_orig,pair_018,confounding,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982985258102417,0.0017014741897583008
confounding_018_orig,pair_018,confounding,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9893628656864166,0.010637134313583374
confounding_018_orig,pair_018,confounding,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9780608216921488,0.021939178307851193
confounding_018_orig,pair_018,confounding,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9557654062906901,0.04423459370930993
confounding_018_orig,pair_018,confounding,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9590156575043997,0.040984342495600345
confounding_018_orig,pair_018,confounding,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9635441601276398,0.03645583987236023
selection_bias_019_orig,pair_019,selection_bias,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
selection_bias_019_orig,pair_019,selection_bias,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982266326745352,0.0017733673254648474
selection_bias_019_orig,pair_019,selection_bias,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9890321691830953,0.010967830816904667
selection_bias_019_orig,pair_019,selection_bias,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9771553973356882,0.022844602664311764
selection_bias_019_orig,pair_019,selection_bias,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9572110871473948,0.04278891285260522
selection_bias_019_orig,pair_019,selection_bias,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.960064967473348,0.03993503252665198
selection_bias_019_orig,pair_019,selection_bias,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9655662178993225,0.03443378210067749
mechanistic_distractor_020_orig,pair_020,mechanistic_distractor,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
mechanistic_distractor_020_orig,pair_020,mechanistic_distractor,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.99833083152771,0.001669168472290039
mechanistic_distractor_020_orig,pair_020,mechanistic_distractor,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9894996682802836,0.010500331719716427
mechanistic_distractor_020_orig,pair_020,mechanistic_distractor,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9767358303070068,0.023264169692993164
mechanistic_distractor_020_orig,pair_020,mechanistic_distractor,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9600944717725118,0.03990552822748816
mechanistic_distractor_020_orig,pair_020,mechanistic_distractor,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9623780349890391,0.037621965010960934
mechanistic_distractor_020_orig,pair_020,mechanistic_distractor,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9668934841950735,0.03310651580492652
clean_mediation_021_orig,pair_021,clean_mediation,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
clean_mediation_021_orig,pair_021,clean_mediation,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982755184173584,0.0017244815826416016
clean_mediation_021_orig,pair_021,clean_mediation,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9893724918365479,0.010627508163452148
clean_mediation_021_orig,pair_021,clean_mediation,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9777405560016632,0.022259443998336792
clean_mediation_021_orig,pair_021,clean_mediation,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9588225881258646,0.04117741187413537
clean_mediation_021_orig,pair_021,clean_mediation,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9611561795075735,0.03884382049242652
clean_mediation_021_orig,pair_021,clean_mediation,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9644738336404165,0.0355261663595835
confounding_022_orig,pair_022,confounding,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
confounding_022_orig,pair_022,confounding,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982615907986959,0.0017384092013040808
confounding_022_orig,pair_022,confounding,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9890720645586649,0.01092793544133508
confounding_022_orig,pair_022,confounding,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.97745214899381,0.022547851006189945
confounding_022_orig,pair_022,confounding,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9565219481786092,0.04347805182139075
confounding_022_orig,pair_022,confounding,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9596725304921468,0.04032746950785315
confounding_022_orig,pair_022,confounding,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9638175765673319,0.03618242343266809
selection_bias_023_orig,pair_023,selection_bias,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
selection_bias_023_orig,pair_023,selection_bias,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982196986675262,0.0017803013324737549
selection_bias_023_orig,pair_023,selection_bias,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9890927374362946,0.010907262563705444
selection_bias_023_orig,pair_023,selection_bias,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9772843420505524,0.022715657949447632
selection_bias_023_orig,pair_023,selection_bias,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9569245179494222,0.04307548205057776
selection_bias_023_orig,pair_023,selection_bias,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.959809402624766,0.040190597375234005
selection_bias_023_orig,pair_023,selection_bias,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9654474059740702,0.034552594025929806
mechanistic_distractor_024_orig,pair_024,mechanistic_distractor,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
mechanistic_distractor_024_orig,pair_024,mechanistic_distractor,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9984227220217387,0.0015772779782613489
mechanistic_distractor_024_orig,pair_024,mechanistic_distractor,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9892820219198862,0.010717978080113766
mechanistic_distractor_024_orig,pair_024,mechanistic_distractor,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9767165382703146,0.02328346172968543
mechanistic_distractor_024_orig,pair_024,mechanistic_distractor,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9598888655503591,0.04011113444964087
mechanistic_distractor_024_orig,pair_024,mechanistic_distractor,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9622971216837565,0.03770287831624353
mechanistic_distractor_024_orig,pair_024,mechanistic_distractor,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9673116405804952,0.032688359419504764
clean_mediation_025_orig,pair_025,clean_mediation,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
clean_mediation_025_orig,pair_025,clean_mediation,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982106685638428,0.0017893314361572266
clean_mediation_025_orig,pair_025,clean_mediation,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9895894428094228,0.010410557190577152
clean_mediation_025_orig,pair_025,clean_mediation,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9778935511906942,0.02210644880930579
clean_mediation_025_orig,pair_025,clean_mediation,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9587544103463491,0.04124558965365088
clean_mediation_025_orig,pair_025,clean_mediation,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9607582887013754,0.03924171129862464
clean_mediation_025_orig,pair_025,clean_mediation,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.964390754699707,0.03560924530029297
confounding_026_orig,pair_026,confounding,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
confounding_026_orig,pair_026,confounding,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9983146687348684,0.0016853312651315955
confounding_026_orig,pair_026,confounding,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9894287387530009,0.010571261246999142
confounding_026_orig,pair_026,confounding,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9779989719390869,0.022001028060913086
confounding_026_orig,pair_026,confounding,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.955832858880361,0.04416714111963904
confounding_026_orig,pair_026,confounding,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9586828450361887,0.041317154963811276
confounding_026_orig,pair_026,confounding,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9628223776817322,0.03717762231826782
selection_bias_027_orig,pair_027,selection_bias,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
selection_bias_027_orig,pair_027,selection_bias,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982065061728159,0.0017934938271840783
selection_bias_027_orig,pair_027,selection_bias,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9889964461326599,0.011003553867340088
selection_bias_027_orig,pair_027,selection_bias,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9770394364992777,0.022960563500722286
selection_bias_027_orig,pair_027,selection_bias,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.956752210855484,0.04324778914451599
selection_bias_027_orig,pair_027,selection_bias,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9595732986927032,0.04042670130729675
selection_bias_027_orig,pair_027,selection_bias,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9652297298113505,0.03477027018864953
mechanistic_distractor_028_orig,pair_028,mechanistic_distractor,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
mechanistic_distractor_028_orig,pair_028,mechanistic_distractor,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9983681937058767,0.0016318062941232947
mechanistic_distractor_028_orig,pair_028,mechanistic_distractor,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9896277189254761,0.010372281074523926
mechanistic_distractor_028_orig,pair_028,mechanistic_distractor,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9768178860346476,0.023182113965352413
mechanistic_distractor_028_orig,pair_028,mechanistic_distractor,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9602776070435842,0.039722392956415775
mechanistic_distractor_028_orig,pair_028,mechanistic_distractor,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9624272386233012,0.03757276137669885
