example_id,pair_id,task_type,variant_type,baseline_prompt,compare_prompt,pooling,layer,cosine_similarity,cosine_distance
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,direct,mechanistic,final_token,3,0.964780330657959,0.035219669342041016
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,direct,mechanistic,final_token,4,0.9388375282287598,0.061162471771240234
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,direct,mechanistic,final_token,5,0.954748809337616,0.04525119066238403
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,direct,mechanistic,final_token,6,0.9694022536277771,0.0305977463722229
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,direct,confounding_aware,final_token,0,1.0,0.0
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,direct,confounding_aware,final_token,1,0.9985361099243164,0.0014638900756835938
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,direct,confounding_aware,final_token,2,0.9823081493377686,0.017691850662231445
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,direct,confounding_aware,final_token,3,0.962314784526825,0.03768521547317505
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,direct,confounding_aware,final_token,4,0.9558879137039185,0.04411208629608154
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,direct,confounding_aware,final_token,5,0.9635348320007324,0.03646516799926758
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,direct,confounding_aware,final_token,6,0.9725618958473206,0.027438104152679443
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,direct,adversarial,final_token,0,1.0,0.0
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,direct,adversarial,final_token,1,0.9977805614471436,0.0022194385528564453
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,direct,adversarial,final_token,2,0.985418438911438,0.014581561088562012
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,direct,adversarial,final_token,3,0.9647068977355957,0.0352931022644043
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,direct,adversarial,final_token,4,0.964738667011261,0.035261332988739014
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,direct,adversarial,final_token,5,0.9673718214035034,0.03262817859649658
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,direct,adversarial,final_token,6,0.9655965566635132,0.034403443336486816
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,mechanistic,final_token,0,1.0,0.0
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,mechanistic,final_token,1,0.9977593421936035,0.0022406578063964844
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,mechanistic,final_token,2,0.9818480014801025,0.01815199851989746
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,mechanistic,final_token,3,0.9641027450561523,0.035897254943847656
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,mechanistic,final_token,4,0.9375638365745544,0.06243616342544556
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,mechanistic,final_token,5,0.953367292881012,0.04663270711898804
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,mechanistic,final_token,6,0.9682550430297852,0.031744956970214844
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,confounding_aware,final_token,0,1.0,0.0
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,confounding_aware,final_token,1,0.9984884858131409,0.0015115141868591309
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,confounding_aware,final_token,2,0.981477677822113,0.018522322177886963
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,confounding_aware,final_token,3,0.9611626267433167,0.03883737325668335
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,confounding_aware,final_token,4,0.9553495645523071,0.04465043544769287
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,confounding_aware,final_token,5,0.9634465575218201,0.03655344247817993
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,confounding_aware,final_token,6,0.9717298746109009,0.02827012538909912
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,adversarial,final_token,0,1.0,0.0
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,adversarial,final_token,1,0.9977973699569702,0.002202630043029785
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,adversarial,final_token,2,0.9848825335502625,0.015117466449737549
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,adversarial,final_token,3,0.9633476138114929,0.03665238618850708
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,adversarial,final_token,4,0.9643083810806274,0.03569161891937256
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,adversarial,final_token,5,0.9664077162742615,0.033592283725738525
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,direct,adversarial,final_token,6,0.9638925790786743,0.036107420921325684
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,mechanistic,final_token,0,1.0,0.0
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,mechanistic,final_token,1,0.998235285282135,0.0017647147178649902
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,mechanistic,final_token,2,0.9840521216392517,0.01594787836074829
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,mechanistic,final_token,3,0.9643802642822266,0.03561973571777344
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,mechanistic,final_token,4,0.9423470497131348,0.057652950286865234
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,mechanistic,final_token,5,0.9576188325881958,0.0423811674118042
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,mechanistic,final_token,6,0.9713870882987976,0.028612911701202393
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,confounding_aware,final_token,0,1.0,0.0
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,confounding_aware,final_token,1,0.9986492395401001,0.0013507604598999023
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,confounding_aware,final_token,2,0.9825525879859924,0.01744741201400757
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,confounding_aware,final_token,3,0.9602009057998657,0.03979909420013428
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,confounding_aware,final_token,4,0.9568647742271423,0.043135225772857666
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,confounding_aware,final_token,5,0.9648258090019226,0.03517419099807739
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,confounding_aware,final_token,6,0.9727118015289307,0.027288198471069336
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,adversarial,final_token,0,1.0,0.0
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,adversarial,final_token,1,0.9981982707977295,0.0018017292022705078
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,adversarial,final_token,2,0.9866781830787659,0.01332181692123413
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,adversarial,final_token,3,0.9640435576438904,0.03595644235610962
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,adversarial,final_token,4,0.964813768863678,0.03518623113632202
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,adversarial,final_token,5,0.9674171209335327,0.032582879066467285
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,direct,adversarial,final_token,6,0.9651564359664917,0.0348435640335083
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,mechanistic,final_token,0,1.0,0.0
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,mechanistic,final_token,1,0.9982036352157593,0.0017963647842407227
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,mechanistic,final_token,2,0.9817003607749939,0.018299639225006104
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,mechanistic,final_token,3,0.9653331637382507,0.03466683626174927
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,mechanistic,final_token,4,0.9419586062431335,0.058041393756866455
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,mechanistic,final_token,5,0.9565172791481018,0.04348272085189819
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,mechanistic,final_token,6,0.968308687210083,0.03169131278991699
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,confounding_aware,final_token,0,1.0,0.0
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,confounding_aware,final_token,1,0.9986075758934021,0.0013924241065979004
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,confounding_aware,final_token,2,0.9822841286659241,0.017715871334075928
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,confounding_aware,final_token,3,0.9629861116409302,0.037013888359069824
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,confounding_aware,final_token,4,0.9589016437530518,0.04109835624694824
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,confounding_aware,final_token,5,0.9647893905639648,0.035210609436035156
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,confounding_aware,final_token,6,0.9717683792114258,0.02823162078857422
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,adversarial,final_token,0,1.0,0.0
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,adversarial,final_token,1,0.9982171058654785,0.0017828941345214844
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,adversarial,final_token,2,0.9856647849082947,0.014335215091705322
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,adversarial,final_token,3,0.9651827812194824,0.03481721878051758
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,adversarial,final_token,4,0.9661515951156616,0.03384840488433838
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,adversarial,final_token,5,0.9670987725257874,0.032901227474212646
clean_mediation_001_orig,pair_001,clean_mediation,original,direct,adversarial,final_token,6,0.9634950160980225,0.03650498390197754
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,mechanistic,final_token,0,1.0,0.0
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,mechanistic,final_token,1,0.9980123043060303,0.0019876956939697266
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,mechanistic,final_token,2,0.9809149503707886,0.019085049629211426
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,mechanistic,final_token,3,0.9636850357055664,0.036314964294433594
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,mechanistic,final_token,4,0.9441233277320862,0.05587667226791382
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,mechanistic,final_token,5,0.9592792391777039,0.04072076082229614
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,mechanistic,final_token,6,0.9694558382034302,0.030544161796569824
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,confounding_aware,final_token,0,1.0,0.0
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,confounding_aware,final_token,1,0.9986233115196228,0.0013766884803771973
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,confounding_aware,final_token,2,0.980597972869873,0.019402027130126953
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,confounding_aware,final_token,3,0.9613499641418457,0.0386500358581543
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,confounding_aware,final_token,4,0.9571519494056702,0.042848050594329834
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,confounding_aware,final_token,5,0.963462769985199,0.036537230014801025
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,confounding_aware,final_token,6,0.970425009727478,0.029574990272521973
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,adversarial,final_token,0,1.0,0.0
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,adversarial,final_token,1,0.9980199337005615,0.0019800662994384766
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,adversarial,final_token,2,0.984464168548584,0.015535831451416016
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,adversarial,final_token,3,0.9642441272735596,0.03575587272644043
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,adversarial,final_token,4,0.9652191996574402,0.034780800342559814
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,adversarial,final_token,5,0.9657215476036072,0.03427845239639282
clean_mediation_005_orig,pair_005,clean_mediation,original,direct,adversarial,final_token,6,0.9623410701751709,0.0376589298248291
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,mechanistic,final_token,0,1.0,0.0
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,mechanistic,final_token,1,0.9977616667747498,0.002238333225250244
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,mechanistic,final_token,2,0.980928361415863,0.019071638584136963
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,mechanistic,final_token,3,0.9649314880371094,0.035068511962890625
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,mechanistic,final_token,4,0.9424658417701721,0.05753415822982788
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,mechanistic,final_token,5,0.9575424790382385,0.042457520961761475
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,mechanistic,final_token,6,0.9684358239173889,0.031564176082611084
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,confounding_aware,final_token,0,1.0,0.0
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,confounding_aware,final_token,1,0.9984706044197083,0.001529395580291748
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,confounding_aware,final_token,2,0.9813361167907715,0.018663883209228516
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,confounding_aware,final_token,3,0.9628033638000488,0.03719663619995117
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,confounding_aware,final_token,4,0.957374095916748,0.04262590408325195
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,confounding_aware,final_token,5,0.9634979963302612,0.03650200366973877
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,confounding_aware,final_token,6,0.9705197811126709,0.0294802188873291
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,adversarial,final_token,0,1.0,0.0
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,adversarial,final_token,1,0.9979612827301025,0.002038717269897461
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,adversarial,final_token,2,0.9853414297103882,0.014658570289611816
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,adversarial,final_token,3,0.9652902483940125,0.03470975160598755
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,adversarial,final_token,4,0.9658709764480591,0.03412902355194092
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,adversarial,final_token,5,0.9661405682563782,0.033859431743621826
clean_mediation_009_orig,pair_009,clean_mediation,original,direct,adversarial,final_token,6,0.9620327353477478,0.0379672646522522
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,mechanistic,final_token,0,1.0,0.0
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,mechanistic,final_token,1,0.9979526400566101,0.0020473599433898926
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,mechanistic,final_token,2,0.981138288974762,0.018861711025238037
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,mechanistic,final_token,3,0.9644638299942017,0.03553617000579834
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,mechanistic,final_token,4,0.9418054223060608,0.05819457769393921
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,mechanistic,final_token,5,0.9573882818222046,0.04261171817779541
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,mechanistic,final_token,6,0.9682844281196594,0.031715571880340576
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,confounding_aware,final_token,0,1.0,0.0
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,confounding_aware,final_token,1,0.9986142516136169,0.0013857483863830566
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,confounding_aware,final_token,2,0.9809777736663818,0.019022226333618164
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,confounding_aware,final_token,3,0.9624788761138916,0.0375211238861084
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,confounding_aware,final_token,4,0.9563400149345398,0.043659985065460205
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,confounding_aware,final_token,5,0.962798535823822,0.03720146417617798
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,confounding_aware,final_token,6,0.9699506759643555,0.03004932403564453
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,adversarial,final_token,0,1.0,0.0
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,adversarial,final_token,1,0.997918426990509,0.002081573009490967
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,adversarial,final_token,2,0.9846120476722717,0.015387952327728271
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,adversarial,final_token,3,0.9650408625602722,0.03495913743972778
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,adversarial,final_token,4,0.9652552008628845,0.03474479913711548
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,adversarial,final_token,5,0.9653364419937134,0.03466355800628662
clean_mediation_013_orig,pair_013,clean_mediation,original,direct,adversarial,final_token,6,0.9613912105560303,0.03860878944396973
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,mechanistic,final_token,0,1.0,0.0
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,mechanistic,final_token,1,0.9979735612869263,0.0020264387130737305
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,mechanistic,final_token,2,0.981463611125946,0.018536388874053955
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,mechanistic,final_token,3,0.9654016494750977,0.034598350524902344
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,mechanistic,final_token,4,0.9411609768867493,0.05883902311325073
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,mechanistic,final_token,5,0.956121027469635,0.04387897253036499
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,mechanistic,final_token,6,0.9675993323326111,0.032400667667388916
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,confounding_aware,final_token,0,1.0,0.0
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,confounding_aware,final_token,1,0.9985461235046387,0.0014538764953613281
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,confounding_aware,final_token,2,0.9819455146789551,0.018054485321044922
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,confounding_aware,final_token,3,0.9629693627357483,0.03703063726425171
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,confounding_aware,final_token,4,0.9575213193893433,0.04247868061065674
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,confounding_aware,final_token,5,0.9633805751800537,0.03661942481994629
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,confounding_aware,final_token,6,0.9706709384918213,0.02932906150817871
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,adversarial,final_token,0,1.0,0.0
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,adversarial,final_token,1,0.9980766773223877,0.0019233226776123047
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,adversarial,final_token,2,0.9857990741729736,0.014200925827026367
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,adversarial,final_token,3,0.9654322266578674,0.03456777334213257
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,adversarial,final_token,4,0.9660333395004272,0.033966660499572754
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,adversarial,final_token,5,0.9666707515716553,0.03332924842834473
clean_mediation_017_orig,pair_017,clean_mediation,original,direct,adversarial,final_token,6,0.9625828266143799,0.03741717338562012
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,mechanistic,final_token,0,1.0,0.0
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,mechanistic,final_token,1,0.9978806376457214,0.0021193623542785645
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,mechanistic,final_token,2,0.9807778000831604,0.0192221999168396
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,mechanistic,final_token,3,0.9647791981697083,0.03522080183029175
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,mechanistic,final_token,4,0.9413471221923828,0.05865287780761719
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,mechanistic,final_token,5,0.9567279815673828,0.04327201843261719
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,mechanistic,final_token,6,0.968015193939209,0.031984806060791016
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,confounding_aware,final_token,0,1.0,0.0
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,confounding_aware,final_token,1,0.9985451102256775,0.0014548897743225098
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,confounding_aware,final_token,2,0.9812577366828918,0.018742263317108154
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,confounding_aware,final_token,3,0.9628846049308777,0.037115395069122314
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,confounding_aware,final_token,4,0.9573476910591125,0.04265230894088745
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,confounding_aware,final_token,5,0.9632486701011658,0.03675132989883423
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,confounding_aware,final_token,6,0.970084547996521,0.029915452003479004
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,adversarial,final_token,0,1.0,0.0
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,adversarial,final_token,1,0.9979973435401917,0.0020026564598083496
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,adversarial,final_token,2,0.9847540259361267,0.015245974063873291
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,adversarial,final_token,3,0.9648904204368591,0.03510957956314087
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,adversarial,final_token,4,0.9651059508323669,0.03489404916763306
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,adversarial,final_token,5,0.9650555849075317,0.03494441509246826
clean_mediation_021_orig,pair_021,clean_mediation,original,direct,adversarial,final_token,6,0.9605646729469299,0.03943532705307007
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,mechanistic,final_token,0,1.0,0.0
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,mechanistic,final_token,1,0.9977977871894836,0.0022022128105163574
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,mechanistic,final_token,2,0.9813570976257324,0.018642902374267578
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,mechanistic,final_token,3,0.9649083018302917,0.03509169816970825
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,mechanistic,final_token,4,0.940436065196991,0.05956393480300903
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,mechanistic,final_token,5,0.955305278301239,0.044694721698760986
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,mechanistic,final_token,6,0.9671920537948608,0.03280794620513916
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,confounding_aware,final_token,0,1.0,0.0
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,confounding_aware,final_token,1,0.9984642267227173,0.0015357732772827148
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,confounding_aware,final_token,2,0.9814388155937195,0.018561184406280518
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,confounding_aware,final_token,3,0.9625304937362671,0.03746950626373291
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,confounding_aware,final_token,4,0.9564932584762573,0.043506741523742676
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,confounding_aware,final_token,5,0.9625380635261536,0.037461936473846436
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,confounding_aware,final_token,6,0.9699827432632446,0.03001725673675537
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,adversarial,final_token,0,1.0,0.0
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,adversarial,final_token,1,0.9980318546295166,0.0019681453704833984
